Customer_ID,Age,Gender,Region,Employment_Status,Annual_Income,Dependents
59,24,F,Delhi,Self-Employed,2425748.0,1
60,61,Female,Bangalore,Self-Employed,926548.0,0
61,25,Female,Mumbai,Salaried,478905.0,1
62,64,F,Delhi,Self-Employed,708068.0,1
63,52,M,Mumbai,Unemployed,1999707.0,4
64,31,F,Pune,Salaried,1179692.0,3
65,34,M,Delhi,Salaried,2255967.0,3
66,53,M,Chennai,Self-Employed,1504248.0,1
67,67,male,Chennai,Salaried,1652968.0,3
68,57,female,Mumbai,Salaried,823738.0,4
69,21,Female,Pune,Self-Employed,1012071.0,0
70,19,Female,Mumbai,Self-Employed,398824.0,2
71,23,M,Bangalore,Salaried,1144919.0,3
72,59,Female,Chennai,Salaried,1805521.0,1
73,21,Male,Delhi,Unemployed,2073225.0,3
74,46,M,Delhi,Unemployed,1069815.0,1
75,35,Female,Delhi,Salaried,1266476.0,2
76,43,Male,Chennai,Salaried,2308394.0,3
77,61,male,Pune,Unemployed,1678983.0,2
78,51,Female,Chennai,Self-Employed,1837794.0,1
79,27,Male,Chennai,Salaried,611126.0,4
80,53,F,Delhi,Unemployed,555866.0,4
81,31,female,Chennai,Unemployed,2422424.0,0
82,48,F,Delhi,Salaried,1918914.0,1
83,65,Male,Pune,Salaried,1167444.0,1
84,32,M,Bangalore,Unemployed,583352.0,1
85,25,M,Delhi,Salaried,1935967.0,4
86,31,Female,Mumbai,Self-Employed,1566449.0,4
87,40,F,Bangalore,Salaried,464692.0,4
88,57,M,Pune,Unemployed,1780116.0,3
89,38,M,Bangalore,Unemployed,1689416.0,3
90,33,F,Delhi,Salaried,1851249.0,4
91,62,male,Pune,Unemployed,1187648.0,2
92,35,M,Mumbai,Self-Employed,683843.0,3
93,64,female,Delhi,Salaried,583472.0,3
94,41,Male,Delhi,Salaried,1124249.0,3
95,43,Female,Pune,Unemployed,1024481.0,3
96,42,M,Pune,Self-Employed,368602.0,0
97,62,female,Bangalore,Salaried,984748.0,3
98,58,female,Mumbai,Unemployed,2175720.0,2
99,46,M,Bangalore,Salaried,364806.0,0
100,32,male,Bangalore,Self-Employed,,3
101,62,Male,Delhi,Unemployed,1115388.0,1
102,18,Female,Pune,Salaried,913067.0,0
103,42,M,Delhi,Unemployed,2189645.0,3
104,24,Female,Mumbai,Unemployed,1423702.0,2
105,26,F,Bangalore,Self-Employed,2107359.0,4
106,41,female,Mumbai,Self-Employed,2404712.0,3
107,18,female,Pune,Salaried,1437295.0,1
108,61,M,Pune,Unemployed,1306888.0,2
109,25,M,Chennai,Unemployed,320201.0,0
110,41,F,Mumbai,Unemployed,1992364.0,2
111,-5,male,Delhi,Salaried,395297.0,3
112,68,M,Mumbai,Self-Employed,1851676.0,1
113,34,female,Bangalore,Self-Employed,,2
114,25,Female,Pune,Unemployed,2440770.0,2
115,52,Male,Pune,Salaried,2337678.0,4
116,52,Female,Mumbai,Unemployed,2401526.0,4
117,50,male,Mumbai,Self-Employed,1496606.0,3
118,22,Male,Mumbai,Unemployed,631369.0,0
119,59,Female,Bangalore,Unemployed,1248805.0,0
120,56,Female,Bangalore,Unemployed,644854.0,1
121,58,F,Delhi,Self-Employed,1404373.0,3
122,45,male,Mumbai,Salaried,1151181.0,0
123,24,female,Delhi,Unemployed,2478353.0,2
124,26,F,Chennai,Self-Employed,1724346.0,3
125,25,Male,Bangalore,Unemployed,1646509.0,2
126,29,female,Pune,Salaried,677326.0,1
127,51,F,Chennai,Unemployed,2375923.0,3
128,-5,male,Pune,Salaried,991621.0,1
129,65,M,Chennai,Self-Employed,,4
130,40,M,Delhi,Salaried,1481426.0,1
131,41,Male,Delhi,Salaried,,4
132,54,M,Bangalore,Self-Employed,691818.0,3
133,52,F,Pune,Salaried,2005965.0,2
134,61,Male,Chennai,Salaried,686719.0,2
135,57,female,Mumbai,Self-Employed,892942.0,2
136,39,male,Mumbai,Salaried,279132.0,1
137,44,Male,Bangalore,Salaried,427993.0,3
138,52,female,Pune,Unemployed,1329498.0,3
139,18,Male,Mumbai,Salaried,1137410.0,4
140,52,Female,Bangalore,Salaried,1662594.0,3
141,54,Female,Bangalore,Salaried,264761.0,2
142,64,Male,Pune,Self-Employed,2294779.0,3
143,31,M,Mumbai,Salaried,257276.0,4
144,20,Female,Mumbai,Self-Employed,1978509.0,3
145,18,male,Mumbai,Self-Employed,1285570.0,3
146,22,female,Delhi,Salaried,1367145.0,2
147,43,F,Mumbai,Salaried,1256268.0,3
148,31,Female,Chennai,Salaried,1375304.0,1
149,56,Male,Delhi,Salaried,628089.0,4
150,44,M,Delhi,Salaried,631160.0,4
151,26,F,Delhi,Salaried,2199841.0,4
152,32,female,Delhi,Salaried,1478141.0,3
153,32,female,Bangalore,Self-Employed,1411326.0,1
154,43,Female,Chennai,Unemployed,1734322.0,4
155,59,female,Pune,Self-Employed,1343682.0,0
156,30,female,Mumbai,Salaried,648224.0,2
157,68,M,Delhi,Unemployed,1228278.0,0
158,49,M,Pune,Unemployed,286169.0,0
159,56,M,Bangalore,Salaried,1002069.0,4
160,66,Male,Pune,Salaried,809619.0,0
161,69,female,Delhi,Self-Employed,2129066.0,0
162,49,female,Chennai,Unemployed,592623.0,1
163,21,female,Pune,Unemployed,1167261.0,2
164,47,male,Delhi,Salaried,510323.0,3
165,54,M,Delhi,Salaried,2258150.0,4
166,40,F,Mumbai,Unemployed,602472.0,4
167,56,Female,Mumbai,Unemployed,1303523.0,0
168,62,F,Chennai,Salaried,1898198.0,3
169,32,Male,Mumbai,Salaried,2049684.0,3
170,60,Male,Chennai,Salaried,1170463.0,3
171,46,female,Bangalore,Self-Employed,1494149.0,4
172,53,F,Bangalore,Self-Employed,1313334.0,4
173,30,female,Mumbai,Salaried,1712120.0,1
174,49,male,Bangalore,Self-Employed,507672.0,4
175,24,Male,Pune,Unemployed,2436492.0,4
176,68,Male,Pune,Unemployed,1136197.0,1
177,39,F,Pune,Salaried,306212.0,4
178,45,Male,Bangalore,Unemployed,356673.0,0
179,19,male,Pune,Unemployed,1209680.0,0
180,59,male,Chennai,Unemployed,401047.0,1
181,150,male,Delhi,Unemployed,1821003.0,1
182,23,Female,Mumbai,Unemployed,868587.0,0
183,45,male,Chennai,Self-Employed,426125.0,3
184,45,male,Pune,Self-Employed,1343814.0,4
185,61,Female,Delhi,Salaried,524569.0,2
186,61,female,Mumbai,Unemployed,1735903.0,2
187,37,M,Chennai,Self-Employed,1096156.0,1
188,47,Male,Mumbai,Self-Employed,1200269.0,2
189,28,male,Bangalore,Self-Employed,1719568.0,3
190,45,Male,Pune,Unemployed,2359600.0,2
191,42,F,Chennai,Self-Employed,2495092.0,0
192,56,Male,Chennai,Salaried,1556012.0,1
193,50,female,Delhi,Salaried,730588.0,2
194,18,Female,Delhi,Unemployed,1812798.0,4
195,44,Male,Delhi,Salaried,356892.0,1
196,69,Male,Mumbai,Self-Employed,528017.0,3
197,30,Male,Pune,Unemployed,2215568.0,0
198,58,M,Mumbai,Salaried,2179525.0,2
199,20,M,Pune,Unemployed,1774731.0,0
200,56,F,Chennai,Self-Employed,1342693.0,3
201,23,Female,Mumbai,Salaried,2254914.0,2
202,25,Male,Mumbai,Self-Employed,2432866.0,1
203,44,Male,Mumbai,Salaried,1350766.0,1
204,26,Male,Bangalore,Unemployed,919452.0,4
205,54,Male,Pune,Salaried,739010.0,3
206,50,M,Pune,Salaried,2444410.0,2
207,68,female,Mumbai,Salaried,1618723.0,0
208,59,female,Bangalore,Unemployed,2163509.0,0
209,61,F,Mumbai,Salaried,2393383.0,2
210,41,male,Pune,Self-Employed,1119105.0,3
211,32,Female,Chennai,Unemployed,1096408.0,3
212,49,female,Bangalore,Unemployed,1118803.0,0
213,49,Male,Bangalore,Self-Employed,258054.0,2
214,41,female,Mumbai,Unemployed,384391.0,2
215,58,F,Chennai,Salaried,1395674.0,0
216,69,male,Pune,Unemployed,1083065.0,2
217,66,female,Delhi,Self-Employed,1135934.0,2
218,66,F,Pune,Unemployed,2213865.0,1
219,69,M,Pune,Self-Employed,,1
220,29,male,Chennai,Unemployed,1594838.0,4
221,56,F,Bangalore,Self-Employed,1407818.0,4
222,19,female,Pune,Unemployed,1882834.0,3
223,20,M,Bangalore,Salaried,,1
224,66,F,Chennai,Self-Employed,689355.0,1
225,54,F,Chennai,Self-Employed,1757674.0,1
226,66,female,Mumbai,Unemployed,1549529.0,1
227,34,male,Delhi,Unemployed,2115076.0,3
228,66,M,Chennai,Unemployed,764116.0,0
229,19,Male,Chennai,Salaried,1293905.0,3
230,19,Female,Bangalore,Unemployed,,0
231,45,male,Chennai,Self-Employed,355780.0,4
232,40,M,Pune,Unemployed,1723975.0,1
233,54,F,Mumbai,Salaried,1236654.0,0
234,49,M,Mumbai,Unemployed,698488.0,3
235,50,Female,Pune,Unemployed,,0
236,18,female,Chennai,Self-Employed,303250.0,2
237,36,Female,Delhi,Unemployed,1860609.0,4
238,19,Male,Chennai,Salaried,1017220.0,4
239,61,Male,Mumbai,Unemployed,1740453.0,1
240,43,Female,Delhi,Unemployed,279535.0,1
241,49,male,Bangalore,Self-Employed,398866.0,3
242,23,male,Bangalore,Unemployed,1487054.0,0
243,49,F,Chennai,Self-Employed,1071790.0,2
244,21,Male,Chennai,Self-Employed,255509.0,4
245,28,F,Delhi,Unemployed,1635471.0,0
246,34,Male,Delhi,Self-Employed,2155842.0,2
247,55,Female,Chennai,Self-Employed,581822.0,0
248,41,male,Mumbai,Unemployed,1266743.0,1
249,22,male,Bangalore,Unemployed,905605.0,4
250,69,Female,Delhi,Salaried,1466100.0,2
251,51,F,Mumbai,Salaried,782149.0,1
252,23,F,Chennai,Self-Employed,1451304.0,3
253,39,M,Pune,Self-Employed,726765.0,3
254,28,Male,Delhi,Unemployed,1073310.0,1
255,65,F,Pune,Salaried,,2
256,33,Female,Mumbai,Salaried,1546364.0,2
257,50,F,Bangalore,Unemployed,2395498.0,4
258,26,male,Mumbai,Unemployed,2425975.0,1
259,23,Male,Bangalore,Unemployed,356974.0,3
260,33,female,Mumbai,Unemployed,1095144.0,1
261,46,M,Delhi,Salaried,,0
262,20,Male,Delhi,Unemployed,1615873.0,2
263,37,male,Pune,Unemployed,374181.0,0
264,53,male,Mumbai,Salaried,1835903.0,3
265,36,male,Mumbai,Unemployed,2356889.0,2
266,43,male,Pune,Salaried,556793.0,3
267,20,Female,Chennai,Salaried,2495063.0,3
268,36,M,Mumbai,Unemployed,644108.0,3
269,37,female,Mumbai,Unemployed,2118040.0,4
270,49,male,Mumbai,Self-Employed,1760356.0,3
271,24,male,Chennai,Self-Employed,1537194.0,3
272,69,F,Delhi,Salaried,1870273.0,0
273,58,M,Pune,Salaried,2010679.0,0
274,50,Male,Chennai,Self-Employed,321483.0,0
275,57,M,Bangalore,Salaried,,2
276,56,M,Bangalore,Self-Employed,2311578.0,4
277,35,female,Chennai,Unemployed,2423841.0,2
278,57,M,Chennai,Unemployed,754829.0,4
279,18,female,Delhi,Unemployed,,4
280,28,male,Bangalore,Salaried,1479305.0,1
281,45,male,Pune,Unemployed,1063772.0,1
282,42,Female,Mumbai,Salaried,1492367.0,1
283,67,female,Mumbai,Unemployed,1761509.0,4
284,40,female,Delhi,Salaried,291092.0,4
285,48,Male,Delhi,Salaried,322400.0,2
286,47,F,Bangalore,Self-Employed,1423772.0,4
287,59,M,Pune,Self-Employed,,3
288,52,Male,Pune,Self-Employed,1578188.0,3
289,24,female,Chennai,Salaried,364033.0,4
290,33,Male,Delhi,Self-Employed,1535559.0,3
291,43,Female,Mumbai,Self-Employed,623158.0,4
292,65,F,Mumbai,Self-Employed,1541045.0,1
293,69,female,Bangalore,Salaried,608030.0,4
294,66,female,Mumbai,Salaried,1528404.0,1
295,19,M,Pune,Self-Employed,1339261.0,0
296,18,F,Pune,Self-Employed,1880897.0,3
297,65,Female,Delhi,Salaried,2134695.0,0
298,29,male,Bangalore,Salaried,739466.0,3
299,22,Male,Mumbai,Self-Employed,488100.0,0
300,54,M,Delhi,Self-Employed,1104657.0,4
301,49,female,Chennai,Self-Employed,1182187.0,0
302,-5,male,Chennai,Salaried,1816983.0,3
303,58,Female,Mumbai,Self-Employed,482460.0,2
304,52,F,Mumbai,Salaried,1802559.0,3
305,36,Male,Mumbai,Unemployed,2150160.0,2
306,65,M,Pune,Self-Employed,2423244.0,4
307,33,female,Mumbai,Unemployed,1344438.0,3
308,20,female,Chennai,Salaried,,0
309,37,male,Mumbai,Unemployed,397228.0,4
310,41,male,Bangalore,Self-Employed,1657127.0,3
311,50,Male,Chennai,Unemployed,989034.0,4
312,41,F,Bangalore,Unemployed,1078727.0,2
313,69,Female,Chennai,Unemployed,1566345.0,4
314,28,F,Delhi,Salaried,960762.0,0
315,66,F,Chennai,Self-Employed,681674.0,3
316,25,F,Chennai,Salaried,2264539.0,2
317,53,Male,Bangalore,Unemployed,568608.0,4
318,55,Male,Bangalore,Unemployed,2115942.0,1
319,57,Female,Chennai,Salaried,916615.0,2
320,37,F,Chennai,Salaried,915621.0,2
321,52,Male,Pune,Unemployed,698201.0,0
322,65,Female,Delhi,Self-Employed,2313055.0,0
323,42,female,Delhi,Salaried,1128813.0,4
324,52,Female,Mumbai,Unemployed,958003.0,1
325,42,F,Chennai,Unemployed,2305222.0,2
326,46,M,Chennai,Self-Employed,1115733.0,4
327,35,F,Chennai,Unemployed,458453.0,1
328,63,M,Chennai,Salaried,2358457.0,4
329,35,Female,Delhi,Unemployed,2068845.0,2
330,19,female,Bangalore,Unemployed,2039025.0,4
331,52,female,Pune,Unemployed,1277996.0,0
332,33,Male,Bangalore,Unemployed,1524302.0,0
333,58,female,Bangalore,Self-Employed,279403.0,3
334,53,male,Delhi,Salaried,668979.0,1
335,50,Female,Pune,Unemployed,972296.0,2
336,21,Male,Chennai,Salaried,1914921.0,1
337,50,female,Delhi,Self-Employed,2172455.0,0
338,31,Female,Delhi,Salaried,1221081.0,2
339,0,F,Pune,Self-Employed,1321647.0,3
340,65,female,Mumbai,Salaried,2182550.0,0
341,37,M,Delhi,Salaried,879441.0,0
342,25,Female,Bangalore,Unemployed,731134.0,1
343,24,Male,Bangalore,Salaried,,4
344,20,F,Chennai,Unemployed,516133.0,1
345,34,male,Delhi,Unemployed,1624053.0,0
346,50,F,Chennai,Salaried,1496819.0,1
347,65,female,Delhi,Unemployed,1317324.0,4
348,29,M,Pune,Salaried,662674.0,3
349,68,F,Delhi,Unemployed,1951633.0,2
350,39,male,Mumbai,Unemployed,554745.0,0
351,39,Male,Bangalore,Self-Employed,1909978.0,1
352,63,Female,Pune,Self-Employed,1279861.0,0
353,47,M,Bangalore,Salaried,2339598.0,2
354,55,male,Chennai,Unemployed,1154637.0,1
355,55,female,Pune,Self-Employed,576455.0,3
356,62,female,Mumbai,Self-Employed,1838946.0,2
357,68,female,Bangalore,Self-Employed,1354230.0,4
358,25,M,Delhi,Unemployed,1492595.0,4
359,44,F,Delhi,Salaried,1610992.0,0
360,44,M,Delhi,Unemployed,2000071.0,4
361,51,female,Pune,Unemployed,1253092.0,1
362,38,male,Mumbai,Self-Employed,2101803.0,4
363,47,Female,Mumbai,Unemployed,967809.0,3
364,50,Female,Mumbai,Unemployed,747664.0,1
365,45,M,Bangalore,Self-Employed,1293544.0,0
366,64,female,Pune,Self-Employed,2178344.0,0
367,50,Male,Delhi,Unemployed,2162568.0,4
368,22,M,Bangalore,Self-Employed,2446170.0,4
369,65,female,Mumbai,Salaried,2323517.0,0
370,36,F,Delhi,Salaried,2452683.0,1
371,21,Female,Pune,Salaried,1186709.0,2
372,52,Female,Chennai,Salaried,296100.0,0
373,66,Female,Mumbai,Salaried,,3
374,34,Male,Mumbai,Self-Employed,2353502.0,1
375,61,female,Mumbai,Self-Employed,1394688.0,2
376,45,female,Mumbai,Salaried,1921061.0,2
377,47,female,Delhi,Salaried,983540.0,1
378,46,female,Pune,Salaried,2128614.0,0
379,63,Male,Bangalore,Self-Employed,796873.0,2
380,23,male,Delhi,Self-Employed,1984988.0,3
381,52,M,Pune,Unemployed,2203111.0,1
382,58,M,Bangalore,Unemployed,519133.0,4
383,54,female,Mumbai,Unemployed,466881.0,0
384,41,F,Pune,Unemployed,960494.0,1
385,46,Female,Mumbai,Self-Employed,996447.0,3
386,66,Male,Pune,Self-Employed,1832855.0,2
387,63,F,Chennai,Self-Employed,2071973.0,0
388,48,F,Mumbai,Self-Employed,346167.0,0
389,52,female,Mumbai,Salaried,1394701.0,1
390,50,Male,Mumbai,Unemployed,1625496.0,1
391,69,M,Delhi,Self-Employed,1205912.0,3
392,38,Female,Bangalore,Self-Employed,362591.0,4
393,49,M,Mumbai,Unemployed,1574106.0,1
394,40,F,Mumbai,Self-Employed,1759861.0,1
395,50,Female,Delhi,Salaried,,1
396,20,male,Delhi,Self-Employed,2276087.0,3
397,35,F,Chennai,Unemployed,2405854.0,2
398,42,M,Pune,Salaried,,4
399,59,M,Mumbai,Salaried,1140567.0,3
400,48,female,Pune,Unemployed,2314400.0,1
401,0,M,Delhi,Unemployed,1078624.0,2
402,57,Male,Delhi,Salaried,2051949.0,1
403,63,F,Chennai,Self-Employed,2113562.0,3
404,41,Female,Bangalore,Unemployed,2179168.0,0
405,67,M,Delhi,Salaried,548355.0,1
406,49,female,Mumbai,Unemployed,740412.0,2
407,64,female,Chennai,Self-Employed,728107.0,4
408,39,M,Bangalore,Self-Employed,1259740.0,0
409,40,Male,Chennai,Salaried,,1
410,19,female,Delhi,Self-Employed,1985947.0,1
411,44,Female,Bangalore,Self-Employed,577439.0,2
412,59,F,Pune,Self-Employed,1356323.0,0
413,19,male,Bangalore,Unemployed,678057.0,0
414,43,Male,Mumbai,Salaried,932394.0,0
415,34,female,Pune,Salaried,498747.0,1
416,57,F,Pune,Salaried,847145.0,0
417,50,male,Mumbai,Self-Employed,2301387.0,1
418,26,M,Pune,Unemployed,966786.0,1
419,60,M,Delhi,Salaried,1260591.0,0
420,65,Female,Bangalore,Unemployed,1263177.0,3
421,56,male,Bangalore,Salaried,993941.0,4
422,46,M,Mumbai,Self-Employed,1658710.0,4
423,59,M,Delhi,Salaried,1238858.0,3
424,43,female,Pune,Salaried,2061967.0,0
425,52,Female,Bangalore,Self-Employed,304457.0,1
426,67,F,Bangalore,Self-Employed,235022.0,2
427,42,M,Bangalore,Salaried,552769.0,3
428,41,Male,Bangalore,Unemployed,772995.0,4
429,30,Male,Chennai,Self-Employed,942538.0,4
430,24,F,Mumbai,Salaried,1801572.0,1
431,53,male,Pune,Self-Employed,2197017.0,4
432,62,Female,Pune,Unemployed,2355975.0,4
433,37,female,Mumbai,Salaried,706035.0,1
434,18,Male,Delhi,Salaried,921025.0,0
435,25,Male,Mumbai,Unemployed,695236.0,4
436,63,F,Bangalore,Unemployed,2033618.0,0
437,33,male,Bangalore,Salaried,1531558.0,2
438,31,male,Mumbai,Unemployed,1402802.0,0
439,29,F,Mumbai,Unemployed,230294.0,1
440,68,Male,Pune,Salaried,453010.0,1
441,40,Female,Pune,Self-Employed,1712601.0,1
442,32,Male,Chennai,Unemployed,1883231.0,4
443,45,male,Chennai,Self-Employed,1529780.0,3
444,51,female,Bangalore,Self-Employed,1379744.0,4
445,19,Male,Chennai,Self-Employed,2118891.0,0
446,49,Female,Chennai,Unemployed,558076.0,2
447,40,M,Delhi,Salaried,867578.0,2
448,39,Male,Mumbai,Salaried,1739609.0,2
449,68,F,Pune,Salaried,616893.0,2
450,42,M,Chennai,Salaried,1184364.0,3
451,39,F,Pune,Salaried,1144670.0,2
452,39,F,Chennai,Salaried,1207535.0,4
453,66,F,Chennai,Self-Employed,565612.0,2
454,69,Male,Bangalore,Self-Employed,291628.0,1
455,59,male,Delhi,Self-Employed,1053307.0,0
456,23,M,Mumbai,Unemployed,248316.0,4
457,32,Female,Mumbai,Unemployed,2440510.0,3
458,60,male,Bangalore,Unemployed,263539.0,4
459,54,Male,Bangalore,Salaried,1277811.0,1
460,50,F,Mumbai,Self-Employed,,2
461,25,Female,Mumbai,Unemployed,653106.0,2
462,61,M,Delhi,Self-Employed,475773.0,3
463,61,male,Chennai,Salaried,566914.0,0
464,22,female,Delhi,Self-Employed,2225038.0,2
465,56,male,Mumbai,Salaried,390000.0,3
466,21,Female,Chennai,Unemployed,1090199.0,2
467,23,Male,Mumbai,Salaried,631474.0,4
468,62,M,Delhi,Salaried,2284829.0,3
469,49,Female,Delhi,Self-Employed,2441067.0,3
470,69,F,Delhi,Salaried,1346147.0,3
471,47,M,Chennai,Unemployed,486132.0,2
472,64,male,Pune,Unemployed,560363.0,3
473,52,Female,Pune,Salaried,2002458.0,4
474,57,male,Mumbai,Self-Employed,,0
475,69,male,Chennai,Unemployed,490859.0,0
476,33,male,Bangalore,Unemployed,1953152.0,1
477,30,Male,Pune,Salaried,237109.0,4
478,67,male,Chennai,Salaried,1155354.0,4
479,59,F,Chennai,Unemployed,377736.0,3
480,47,F,Pune,Salaried,1100804.0,1
481,36,M,Chennai,Salaried,947196.0,4
482,34,female,Chennai,Unemployed,849373.0,4
483,36,male,Pune,Self-Employed,1267945.0,4
484,45,male,Delhi,Self-Employed,434970.0,2
485,43,Female,Mumbai,Unemployed,,4
486,54,Male,Bangalore,Salaried,1765720.0,2
487,43,female,Mumbai,Unemployed,421009.0,4
488,40,M,Delhi,Unemployed,1624606.0,0
489,26,female,Delhi,Salaried,1138143.0,2
490,29,male,Chennai,Self-Employed,1575025.0,2
491,18,Female,Mumbai,Self-Employed,1004938.0,3
492,18,Male,Delhi,Salaried,1982238.0,4
493,64,M,Mumbai,Unemployed,2228846.0,1
494,51,female,Delhi,Salaried,982722.0,1
495,49,M,Bangalore,Unemployed,544535.0,1
496,65,male,Delhi,Salaried,2166388.0,1
497,42,M,Mumbai,Salaried,2390198.0,0
498,57,Female,Chennai,Self-Employed,1715035.0,1
499,62,M,Mumbai,Self-Employed,1460706.0,3
500,18,F,Pune,Salaried,891175.0,1
501,33,Female,Mumbai,Salaried,750785.0,3
502,56,female,Bangalore,Self-Employed,890145.0,2
503,22,Male,Bangalore,Unemployed,868726.0,4
504,39,Male,Bangalore,Self-Employed,237649.0,1
505,46,male,Delhi,Unemployed,2455152.0,3
506,20,male,Bangalore,Self-Employed,286117.0,3
507,29,F,Mumbai,Self-Employed,2269254.0,4
508,43,female,Chennai,Unemployed,1792707.0,2
509,33,Male,Bangalore,Salaried,2237050.0,1
510,68,Male,Mumbai,Self-Employed,932531.0,3
511,54,Male,Delhi,Self-Employed,659348.0,1
512,39,Male,Delhi,Self-Employed,1477599.0,0
513,46,M,Chennai,Salaried,512366.0,3
514,31,female,Chennai,Self-Employed,1604577.0,2
515,45,Female,Mumbai,Salaried,957914.0,4
516,22,Female,Chennai,Self-Employed,286245.0,3
517,64,F,Chennai,Unemployed,2103915.0,0
518,66,M,Delhi,Self-Employed,2297309.0,4
519,47,Male,Mumbai,Self-Employed,2116576.0,2
520,63,Male,Chennai,Salaried,520410.0,1
521,69,male,Mumbai,Salaried,2169398.0,1
522,22,male,Bangalore,Salaried,1894263.0,3
523,29,F,Delhi,Unemployed,934358.0,4
524,33,Male,Delhi,Unemployed,2225770.0,0
525,43,F,Delhi,Salaried,1752338.0,0
526,43,M,Pune,Unemployed,274493.0,2
527,65,Female,Mumbai,Salaried,1719171.0,4
528,38,Male,Bangalore,Unemployed,268148.0,4
529,56,female,Chennai,Salaried,2187026.0,1
530,53,M,Bangalore,Salaried,540453.0,2
531,50,Male,Mumbai,Unemployed,2065255.0,2
532,47,female,Delhi,Self-Employed,200443.0,2
533,54,male,Pune,Salaried,763029.0,4
534,40,F,Mumbai,Salaried,1134792.0,1
535,27,male,Mumbai,Self-Employed,1292745.0,2
536,22,Female,Chennai,Salaried,479453.0,1
537,53,male,Bangalore,Salaried,2391651.0,2
538,51,Male,Bangalore,Unemployed,1606161.0,4
539,69,female,Chennai,Self-Employed,879595.0,1
540,48,male,Pune,Salaried,910442.0,3
541,27,Male,Delhi,Salaried,1044527.0,2
542,36,Female,Delhi,Self-Employed,465066.0,4
543,49,female,Pune,Self-Employed,2093014.0,1
544,18,male,Chennai,Unemployed,688843.0,0
545,22,F,Mumbai,Unemployed,2175856.0,4
546,62,F,Bangalore,Unemployed,1970391.0,4
547,21,female,Mumbai,Salaried,2088379.0,0
548,33,F,Bangalore,Self-Employed,614053.0,0
549,41,male,Mumbai,Unemployed,336647.0,3
550,33,male,Chennai,Self-Employed,1114777.0,3
551,19,female,Chennai,Salaried,,3
552,66,male,Pune,Salaried,1329969.0,4
553,45,Male,Mumbai,Self-Employed,449159.0,4
554,49,Female,Mumbai,Self-Employed,1241737.0,4
555,150,F,Pune,Unemployed,2189034.0,3
556,37,Male,Pune,Self-Employed,1900848.0,1
557,41,female,Chennai,Unemployed,1603998.0,4
558,29,F,Chennai,Self-Employed,2374822.0,4
